0.00625,8.00477219805145e-05,1.90734864726437e-11
0.0125,0.000327640388298631,6.10351635981364e-10
0.01875,0.000753415343974906,4.634859982915e-09
0.025,0.00136730515151978,1.95312870980297e-08
0.03125,0.00217855151367985,5.96049192242948e-08
0.0375,0.00319571925993025,1.48316835710949e-07
0.04375,0.00442671038953141,3.20573674475588e-07
0.05,0.0058787781640625,6.25018457796792e-07
0.05625,0.00755854124243781,1.12632318644744e-06
0.0625,0.00947199785150588,1.90748416105968e-06
0.06875,0.0116245399854254,3.07212127030507e-06
0.075,0.0140209676271057,4.7467827927467e-06
0.08125,0.0166655029850934,7.08325758999995e-06
0.0875,0.0195618047393805,1.02608969202413e-05
0.09375,0.0227129822897041,1.44889484704588e-05
0.1,0.02612161,2.00089055907135e-05
0.10625,0.0297897414327681,2.70968751119198e-05
0.1125,0.0337189235672003,3.60659675383668e-05
0.11875,0.0379102109950159,4.72687138258367e-05
0.125,0.0423641800880432,6.10995133844729e-05
0.13125,0.0470809431316804,7.79971183816185e-05
0.1375,0.0520601624184615,9.84471598631479e-05
0.14375,0.0573010642960481,0.000122984721662194
0.15,0.0628024531640625,0.000152196968521895
0.15625,0.0685627254142674,0.000186725835324561
0.1625,0.0745798833086974,0.000227270784794671
0.16875,0.0808515487904366,0.000274591641529135
0.175,0.0873749772218323,0.000329511510707656
0.18125,0.0941470710450281,0.000392919790351963
0.1875,0.101164393359795,0.000465775286539153
0.19375,0.108423181413733,0.000549109441536481
0.2,0.11591936,0.00064402968541905
0.20625,0.123648554757847,0.000751722922365901
0.2125,0.131606105371285,0.000873459163513872
0.21875,0.139787078661357,0.00101059531899442
0.225,0.148186281567535,0.00116457916260135
0.23125,0.156798274013897,0.00133695348345522
0.2375,0.165617381655789,0.00152936044006542
0.24375,0.174637708502815,0.00174354613337015
0.25,0.183853149414062,0.0019813654166897
0.25625,0.193257402461573,0.00224478696209763
0.2625,0.202843981158162,0.0025358986045425
0.26875,0.212606226545791,0.00285691298719083
0.275,0.222537319140778,0.003210173533971
0.28125,0.232630290732232,0.00359816077824413
0.2875,0.242878036030198,0.00402349907998866
0.29375,0.253273324160078,0.00448896376794227
0.3,0.26380881,0.00499748874788843
0.30625,0.274477045357892,0.00555217462379827
0.3125,0.285270489985123,0.00615629738493611
